bscnet.or.jp=BSCnet,(株)ネットマークス,
comel.or.jp=COMEL Internet Service,,
cts.ne.jp=ケーブルテレビ品川,(株)南東京ケーブルテレビ,東京都
dance.ne.jp=ダンス,,
home.ne.jp=＠NetHome,アットホームジャパン(株),
il24.net=INTERLINK ZooT,(株)インターリンク,
jan.ne.jp=E-JAN,日本・アルカディア・ネットワーク(株),
japan-net.ne.jp=Japan-Net,(株)インフォウェア,
jomon.ne.jp=JOMON Internet Service,,
kannet.ne.jp=関越インターネット,関越ネットワークシステム(株),
kisweb.ne.jp=KISweb,関電情報システム(株),
kiwi.ne.jp=KIWI INTERNET,(株)キウイ,
k-opti.com=K-OPTI.COM,(株)ケイ・オプティコム,
ksky.ne.jp=Knet,,
lcv.ne.jp=LCV-Net,LCVネットワーク(株),
linkclub.or.jp=リンククラブ,,
mahoroba.ne.jp=インターネットまほろば,アミック(株),
memenet.or.jp=ミームネット,インフォミーム(株),
metallic.ne.jp=東京めたりっく通信,東京めたりっく通信(株),
minc.ne.jp=MINCインターネット,(株)南日本情報処理センター,
miracle.ne.jp=San-in Net,,
mnet.ne.jp=エムネット,エムネット(株),
myk.or.jp=NRGネット,日建レンタコム(株),
niji.or.jp=虹-Net,虹ネット(株),
nkansai.ne.jp=北関西ジャパンネット,近畿コンピュータサービス(株),
nnet.ad.jp=N-NET,(株)エヌネット,
nnet.ne.jp=N-NET,(株)エヌネット,
nolnet.ne.jp=エヌオーエルネット,(株)エヌオーエルネット,
omn.ne.jp=OMN(Open Multimedia Network),(株)ニュ－メディア,
pep.ne.jp=infoPepper,東芝情報システム(株),
phoenix-c.or.jp=フェニックスクラブ インターネットサービス,,
portnet.ne.jp=神戸ポートネット,,
rim.or.jp=リムネット,インタードットネット(株),
rppp.jp=フェニックスクラブ インターネットサービス,,
sakuranet.or.jp=SAKURA NETOWRK,(株)スマートバリュー,
sala.or.jp=SALA-INTERNET SERVICE,,
seikyou.ne.jp=生協インターネット,,
sopia.or.jp=ソピアフォンスインターネット,ソピアフォンス(株),
spice.or.jp=スパイスインターネットサービス,(株)スパイス,
starcat.ne.jp=mediaCat,スターキャット・ケ－ブルネットワ－ク(株),愛知県
sunfield.ne.jp=サンフィールド・インターネット,(株)サンフィールド・インターネット,
sun-inet.or.jp=サン・インターネット,,
sunshine.ne.jp=SunShine Internet,(株)ケーシーエス,
t-cnet.or.jp=ティーシーネット,三協システム(株),
technowave.ne.jp=TechnoWave,リコーテクノシステムズ(株),
tiki.ne.jp=TikiTikiインターネット,(株)エヌディエス,
tokai.or.jp=TOKAIネットワーククラブ,,
try-net.or.jp=トライネット,トライネットワークインターナショナル(株),
twin.ne.jp=ツインインターネット,(株)ゼクシス,
vc-net.ne.jp=VC-NET,,
vc-net.ne.jp=VC-net,,
vectant.ne.jp=VECTANT,グローバルソリューション(株),
warabi.ne.jp=WINKネット,warabi cablevision Inc.,
zaq.ne.jp=ZAQインターネット,関西マルチメディアサービス(株),
ztv.ne.jp=Z-LANケーブルインターネット,(株)ZTV,三重県
infonia.ne.jp=infoNia,日本インターネットアクセス(株),愛知県
sun.com=Sun Microsystems， Inc. ,,
clio.ne.jp=CLIO-Net,(株)ホンダクリオ信州,長野県
cyborg.ne.jp=サイボーグ,(株)マイティウイングス,
mct.ne.jp=MCTインターネットサービス,南九州ケーブルテレビネット(株),鹿児島県
netlaputa.ne.jp=ネットラピュタ,(株)スペースフライ,
t-net.ne.jp=t-net,多摩ケーブルネットワーク(株),東京都
edit.ne.jp=EditNet,EditNet(株),東京都
clovernet.ne.jp=クローバーテレビインターネットサービス,西尾張シーエーティーヴィ(株),愛知県
ueda.ne.jp=上田ケーブルインターネット,(株)上田ケーブルビジョン,長野県
synapse.ne.jp=シナプスインターネットサービス,(株)グッドコミュニケーションズ,鹿児島県
cablenet.ne.jp=ケーブルネット埼玉,ケーブルネット埼玉(株),埼玉県
tctvnet.ne.jp=TCTVネットワークサービス,東名ケーブルテレビ(株),愛知県
ccn-net.ne.jp=Aitai net,ひまわりネットワーク(株),
mine.ne.jp=マインネット,(株)インテージ,東京都
mis.ne.jp=三河インターネットサービス,(有) 情報空間,愛知県
doshisha.ac.jp=同志社大学,,京都府
cosmos.ne.jp=COSMOS NET,(株)コスモスネットコミュニケーションズ,沖縄県
mmtr.or.jp=Momoたろうインターネットクラブ,(株)ももたろうインターネット
hicat.ne.jp=ケーブルテレビHICAT,(株)広島シティケーブルテレビ,広島県
incl.ne.jp=ｉｎｃｌインターネットサービス,(株)石川コンピュータ・センター
tam.ne.jp=TAM Internet Service,(有)ティエイエムインターネットサービス,富山県
tochigi-ip.ne.jp=栃木共同ネットワークサービス,,栃木県
takauji.or.jp=両毛インターネット,(株)サンライズシステムズ,栃木県
t-cnet.or.jp=T-C NET,(株)三協システム,栃木県
nasu-net.or.jp=NASU-net,フェニックスデザイン(株),栃木県
nasuinfo.or.jp=那須インフォネット,那須インフォネット(株),栃木県
urban.ne.jp=Urban Internet,Urban Internet Co.，Ltd.,
big.or.jp=BiG-NET,(株)ビッグカンパニー,
csf.ne.jp=ケーブルステーション福岡,佐世保ケーブルテレビジョン(株),
oitaweb.ne.jp=Oitaweb,(株)富士通大分ソフトウェアラボラトリ,大分県
safins.ne.jp=さぁFiNS,(株)福島情報サービス,福島県
cac-net.ne.jp=CAC-NET,シーエーテイーブイ愛知(株),愛知県
tama.or.jp=多摩インターネット,,東京都
tamatele.ne.jp=玉テレネット,玉島テレビ放送,岡山県
sainet.or.jp=SaiNet,彩ネット(株),埼玉県
vbnet.net=VBNET,VBNET Inc.,
intership.ne.jp=インターシップ,(株)松戸市コンピュータサービス,千葉県
rinku.or.jp=りんくうネット,あさかわシステム(株),大阪府
jah.ne.jp=internet Jah,コスモメディア(株),東京都
miyazaki-catv.ne.jp=MCNケーブルインターネット,宮崎ケーブルテレビ(株),宮崎県
internetway.or.jp=INTERNET WAY,インターネットテクノロジ(株),大阪府
webport.ne.jp=WebPort,(株)マルチメディア・アンド・ネットワークサービス,北海道
hbs.ne.jp=HBSネット,広島ケーブルテレビジョン(株),広島県
ipc-tokai.or.jp=ipc東海,インターネット・プロ東海(株)
nmt.ne.jp=NMTnet,(株)ニューメディア徳島,徳島県
usiwakamaru.or.jp=牛若丸インターネットサービス,(株)ヴァンズ,
kix.or.jp=KIXインターネットサービス,新日鉄ソリューションズ(株),福岡県
0038.net=フュージョン,フュージョン・コミュニケーションズ(株),
netspace.or.jp=netSpace,(株)日立製作所,
psn.ne.jp=PSインターネットサービス,(株)パーソナル・ソフトウェア,大阪府
hakodate.or.jp=HINET,函館インフォメーションネットワーク(株),北海道
mitene.or.jp=mitene,三谷商事(株),福井県
wide.ne.jp=Wide Net Japan,(株)ネディア,群馬県
mni.ne.jp=MNI-net,ケーブルテレビキャベツ 宮城ネットワーク(株),宮城県
cypress.ne.jp=サイプレス,(有)サイプレス,和歌山県
ccnet.ne.jp=CCNet,(株)シーテック,愛知県
sky-net.or.jp=スカイネット,(株)スカイネット,広島県
ctb.ne.jp=(株)ケーブルテレビジョン別府,,大分県
chukai.ne.jp=Chuk@iインターネット,(株)中海テレビ放送,鳥取県
ictv.ne.jp=ICTVインターネット,入間ケーブルテレビ(株),埼玉県
eagle-net.ne.jp=eagle-net,,石川県
freejpn.com=freejpn.com,(株)シークネット,
ayu.ne.jp=AYU-NET,厚木伊勢原ケーブルネットワーク(株),神奈川県
freebit.ne.jp=(株)フリービット・ドットコム,,
wombat.or.jp=WOMBAT,池田マルチメディア(株),大阪府
246.ne.jp=246-net,東京急行電鉄(株),
nma.ne.jp=名古屋めたりっく通信,名古屋めたりっく通信(株),愛知県
wind.ne.jp=群馬インターネット,群馬インターネット(株),群馬県
yyy.or.jp=ワイワイワイネット,(株)ワイワイワイネット,
gctv.ne.jp=GC-Net,グリーンシティケーブルテレビ(株),愛知県
interlink.or.jp=INTERLINK,(株)インターリンク,
meta.ne.jp=大阪めたりっく通信,大阪めたりっく通信(株),大阪府
ccv.ne.jp=CCV,(株)ケーブルテレビジョン,広島県
cjn.or.jp=CJN Online,(株)名古屋情報センター,愛知県
alpha-web.ne.jp=α-web,(株)大塚商会,
d-b.ne.jp=ティービーネット,デジタルバンク(株),大分県
alles.or.jp=アレスネット,(株)ビーイング,
fastnet.ne.jp=FastNet,ファストネット(株)
platz.or.jp=ネットプラッツ,(株)ラット,
hotcn.ne.jp=HOTCN,北海道総合通信網(株),北海道
chichibu.ne.jp=チチブインターネット,(有) 泉企画,埼玉県
southernx.ne.jp=サザンクロス,(株)OCC,沖縄県
kagoya.net=Kagoya Internet Routing,(株)カゴヤガス設備,京都府
net-ibaraki.ne.jp=ネットいばらき,茨城県高度情報化推進協議会,茨城県
kcom.ne.jp=KCOM,(株)KCOM,
fureai-ch.ne.jp=ふれあいチャネル,(株)ふれあいチャンネル,広島県
hitwave.or.jp=HITWave,北陸コンピュータ・サービス(株),
col.ne.jp=調布ケーブルオンライン,調布ケーブルテレビジョン(株),東京都
lancenet.or.jp=LANCE INTERNET,(株)ランス,栃木県
big-c.or.jp=BIG-CHANNEL INTERNET,(株)ビッグ,福井県
naxnet.or.jp=NAXNET,NAX Company Corporation.Ltd.,和歌山県
omp.ne.jp=World Computer Network,大阪メディアポート(株),
rmc.ne.jp=RMCネットワーク,(有)竜王メディアセンター,滋賀県
yomogi.or.jp=ヨモギーインターネットワールド,(株)Ｍ．Ｂ．Ｓ,
e-sense.ne.jp=e-sense,(株)エフコム,福島県
winknet.ne.jp=ウィンク 姫路ケーブルテレビ,姫路ケーブルテレビ(株),兵庫県
baynet.ne.jp=東京ベイネットワーク ケーブルインターネットサービス,東京ベイネットワーク(株),東京都
catv296.ne.jp=NET296,(株)広域高速ネット二九六,千葉県
dear.ne.jp=SOLCOM Internet,(株)ソルコム,
cyberhome.ne.jp=CYBER HOME,(株)ファミリーネット・ジャパン,
mirai.ne.jp=ミライネット,未来精工(株),
owari.ne.jp=インターネット尾張,,愛知県
satsuma.ne.jp=J-Bee.com,(株)富士通鹿児島インフォネット,鹿児島県
amie.or.jp=アミインターネットサービス,リマーク(株),東京都
cats.ne.jp=キャッツ・インターネット,(有)天都,埼玉県
planet.ne.jp=PLANET,(有)プラネット,神奈川県
hidecnet.ne.jp=ハイデックネット,ハイデックシステムズ(株),茨城県
infosakyu.ne.jp=InfoSakyu,(株)富士通鳥取システムエンジニアリング,鳥取県
i-kochi.or.jp=INTERNET KOCHI,(株)高知システムズ,高知県
1st.ne.jp=1st-Net Japan,(有)ファーストネットジャパン,
net0726.ne.jp=NET 0726,(株)フジワーク,大阪府
infosnow.ne.jp=InfoSnow,(株)富士通北海道システムエンジニアリング,北海道
toshima.ne.jp=としまテレビ,豊島ケーブルネットワーク(株),東京都
catvmics.ne.jp=ケーブルテレビ　ミクス,(株)西三河ニューテレビ放送,愛知県
iwami.or.jp=いわみインターネット,(株)マイメディア,島根県
hachigamenet.ne.jp=はちがめネット,伊万里ケーブルテレビジョン(株),佐賀県
xephion.ne.jp=XePhion,(株)NTT-ME,
rosenet.ne.jp=ROSENET,(株)ケーブルテレビジョン東京,東京都
usen.ad.jp=usen,(株)有線ブロードネットワークス,
nsk.ne.jp=@nsk,(株)ネスク,
auric.ne.jp=AURIC Web Japan,オーリック・ウェブ・ジャパン(株),
iijnet.or.jp=IIJ4U,(株)インターネットイニシアティブ,
c3-net.ne.jp=ケーブルテレビ･シースリーヨコハマ,シーエーティービー港南(株),神奈川県
ccsnet.ne.jp=シティケーブル周南,(株)シティーケーブル周南,山口県
